Id,TITLE,ABSTRACT,Computer Science,Physics,Mathematics,Statistics,Quantitative Biology,Quantitative Finance
939,Acceleration of Mean Square Distance Calculations with Floating Close Structure in Metadynamics Simulations,"  Molecular dynamics simulates the~movements of atoms. Due to its high cost,
many methods have been developed to ""push the~simulation forward"". One of them,
metadynamics, can hasten the~molecular dynamics with the~help of variables
describing the~simulated process. However, the~evaluation of these variables
can include numerous mean square distance calculations that introduce
substantial computational demands, thus jeopardize the~benefit of the~approach.
Recently, we proposed an~approximative method that significantly reduces
the~number of these distance calculations. Here we evaluate the~performance and
the~scalability on two molecular systems. We assess the~maximal theoretical
speed-up based on the reduction of distance computations and Ahmdal's law and
compare it to the~practical speed-up achieved with our implementation.
",1,0,0,0,0,0
940,Bridging Semantic Gaps between Natural Languages and APIs with Word Embedding,"  Developers increasingly rely on text matching tools to analyze the relation
between natural language words and APIs. However, semantic gaps, namely textual
mismatches between words and APIs, negatively affect these tools. Previous
studies have transformed words or APIs into low-dimensional vectors for
matching; however, inaccurate results were obtained due to the failure of
modeling words and APIs simultaneously. To resolve this problem, two main
challenges are to be addressed: the acquisition of massive words and APIs for
mining and the alignment of words and APIs for modeling. Therefore, this study
proposes Word2API to effectively estimate relatedness of words and APIs.
Word2API collects millions of commonly used words and APIs from code
repositories to address the acquisition challenge. Then, a shuffling strategy
is used to transform related words and APIs into tuples to address the
alignment challenge. Using these tuples, Word2API models words and APIs
simultaneously. Word2API outperforms baselines by 10%-49.6% of relatedness
estimation in terms of precision and NDCG. Word2API is also effective on
solving typical software tasks, e.g., query expansion and API documents
linking. A simple system with Word2API-expanded queries recommends up to 21.4%
more related APIs for developers. Meanwhile, Word2API improves comparison
algorithms by 7.9%-17.4% in linking questions in Question&Answer communities to
API documents.
",1,0,0,0,0,0
941,Feedback optimal controllers for the Heston model,"  We prove the existence of an optimal feedback controller for a stochastic
optimization problem constituted by a variation of the Heston model, where a
stochastic input process is added in order to minimize a given performance
criterion. The stochastic feedback controller is searched by solving a
nonlinear backward parabolic equation for which one proves the existence of a
martingale solution.
",0,0,1,0,0,0
942,User Experience of the CoSTAR System for Instruction of Collaborative Robots,"  How can we enable novice users to create effective task plans for
collaborative robots? Must there be a tradeoff between generalizability and
ease of use? To answer these questions, we conducted a user study with the
CoSTAR system, which integrates perception and reasoning into a Behavior
Tree-based task plan editor. In our study, we ask novice users to perform
simple pick-and-place assembly tasks under varying perception and planning
capabilities. Our study shows that users found Behavior Trees to be an
effective way of specifying task plans. Furthermore, users were also able to
more quickly, effectively, and generally author task plans with the addition of
CoSTAR's planning, perception, and reasoning capabilities. Despite these
improvements, concepts associated with these capabilities were rated by users
as less usable, and our results suggest a direction for further refinement.
",1,0,0,0,0,0
943,Graph complexity and Mahler measure,"  The (torsion) complexity of a finite edge-weighted graph is defined to be the
order of the torsion subgroup of the abelian group presented by its Laplacian
matrix. When G is d-periodic (i.e., G has a free action of the rank-d free
abelian group by graph automorphisms, with finite quotient) the Mahler measure
of its Laplacian determinant polynomial is the growth rate of the complexity of
finite quotients of G. Lehmer's question, an open question about the roots of
monic integral polynomials, is equivalent to a question about the complexity
growth of edge-weighted 1-periodic graphs.
",0,0,1,0,0,0
944,Neutronic Analysis on Potential Accident Tolerant Fuel-Cladding Combination U$_3$Si$_2$-FeCrAl,"  Neutronic performance is investigated for a potential accident tolerant fuel
(ATF),which consists of U$_3$Si$_2$ fuel and FeCrAl cladding. In comparison
with current UO$_2$-Zr system, FeCrAl has a better oxidation resistance but a
larger thermal neutron absorption cross section. U$_3$Si$_2$ has a higher
thermal conductivity and a higher uranium density, which can compensate the
reactivity suppressed by FeCrAl. Based on neutronic investigations, a possible
U$_3$Si$_2$-FeCrAl fuel-cladding systemis taken into consideration. Fundamental
properties of the suggested fuel-cladding combination are investigated in a
fuel assembly.These properties include moderator and fuel temperature
coefficients, control rods worth, radial power distribution (in a fuel rod),
and different void reactivity coefficients. The present work proves that the
new combination has less reactivity variation during its service lifetime.
Although, compared with the current system, it has a little larger deviation on
power distribution and a little less negative temperature coefficient and void
reactivity coefficient and its control rods worth is less important, variations
of these parameters are less important during the service lifetime of fuel.
Hence, U$_3$Si$_2$-FeCrAl system is a potential ATF candidate from a neutronic
view.
",0,1,0,0,0,0
945,Total-positivity preservers,"  We prove that the only entrywise transforms of rectangular matrices which
preserve total positivity or total non-negativity are either constant or
linear. This follows from an extended classification of preservers of these two
properties for matrices of fixed dimension. We also prove that the same
assertions hold upon working only with symmetric matrices; for total-positivity
preservers our proofs proceed through solving two totally positive completion
problems.
",0,0,1,0,0,0
946,A revision of the subtract-with-borrow random number generators,"  The most popular and widely used subtract-with-borrow generator, also known
as RANLUX, is reimplemented as a linear congruential generator using large
integer arithmetic with the modulus size of 576 bits. Modern computers, as well
as the specific structure of the modulus inferred from RANLUX, allow for the
development of a fast modular multiplication -- the core of the procedure. This
was previously believed to be slow and have too high cost in terms of computing
resources. Our tests show a significant gain in generation speed which is
comparable with other fast, high quality random number generators. An
additional feature is the fast skipping of generator states leading to a
seeding scheme which guarantees the uniqueness of random number sequences.
",1,1,0,0,0,0
947,A Macdonald refined topological vertex,"  We consider the refined topological vertex of Iqbal et al, as a function of
two parameters (x, y), and deform it by introducing Macdonald parameters (q,
t), as in the work of Vuletic on plane partitions, to obtain 'a Macdonald
refined topological vertex'. In the limit q -> t, we recover the refined
topological vertex of Iqbal et al. In the limit x -> y, we obtain a
qt-deformation of the topological vertex of Aganagic et al. Copies of the
vertex can be glued to obtain qt-deformed 5D instanton partition functions that
have well-defined 4D limits and, for generic values of (q, t), contain
infinite-towers of poles for every pole in the limit q -> t.
",0,0,1,0,0,0
948,Bias voltage effects on tunneling magnetoresistance in Fe/MgAl${}_2$O${}_4$/Fe(001) junctions: Comparative study with Fe/MgO/Fe(001) junctions,"  We investigate bias voltage effects on the spin-dependent transport
properties of Fe/MgAl${}_2$O${}_4$/Fe(001) magnetic tunneling junctions (MTJs)
by comparing them with those of Fe/MgO/Fe(001) MTJs. By means of the
nonequilibrium Green's function method and the density functional theory, we
calculate bias voltage dependences of magnetoresistance (MR) ratios in both the
MTJs. We find that in both the MTJs, the MR ratio decreases as the bias voltage
increases and finally vanishes at a critical bias voltage $V_{\rm c}$. We also
find that the critical bias voltage $V_{\rm c}$ of the MgAl${}_2$O${}_4$-based
MTJ is clearly larger than that of the MgO-based MTJ. Since the in-plane
lattice constant of the Fe/MgAl${}_2$O${}_4$/Fe(001) supercell is twice that of
the Fe/MgO/Fe(001) one, the Fe electrodes in the MgAl${}_2$O${}_4$-based MTJs
have an identical band structure to that obtained by folding the Fe band
structure of the MgO-based MTJs in the Brillouin zone of the in-plane wave
vector. We show that such a difference in the Fe band structure is the origin
of the difference in the critical bias voltage $V_{\rm c}$ between the
MgAl${}_2$O${}_4$- and MgO-based MTJs.
",0,1,0,0,0,0
949,Listen to Your Face: Inferring Facial Action Units from Audio Channel,"  Extensive efforts have been devoted to recognizing facial action units (AUs).
However, it is still challenging to recognize AUs from spontaneous facial
displays especially when they are accompanied with speech. Different from all
prior work that utilized visual observations for facial AU recognition, this
paper presents a novel approach that recognizes speech-related AUs exclusively
from audio signals based on the fact that facial activities are highly
correlated with voice during speech. Specifically, dynamic and physiological
relationships between AUs and phonemes are modeled through a continuous time
Bayesian network (CTBN); then AU recognition is performed by probabilistic
inference via the CTBN model.
A pilot audiovisual AU-coded database has been constructed to evaluate the
proposed audio-based AU recognition framework. The database consists of a
""clean"" subset with frontal and neutral faces and a challenging subset
collected with large head movements and occlusions. Experimental results on
this database show that the proposed CTBN model achieves promising recognition
performance for 7 speech-related AUs and outperforms the state-of-the-art
visual-based methods especially for those AUs that are activated at low
intensities or ""hardly visible"" in the visual channel. Furthermore, the CTBN
model yields more impressive recognition performance on the challenging subset,
where the visual-based approaches suffer significantly.
",1,0,0,0,0,0
950,Icing on the Cake: An Easy and Quick Post-Learnig Method You Can Try After Deep Learning,"  We found an easy and quick post-learning method named ""Icing on the Cake"" to
enhance a classification performance in deep learning. The method is that we
train only the final classifier again after an ordinary training is done.
",0,0,0,1,0,0
951,Minimal Effort Back Propagation for Convolutional Neural Networks,"  As traditional neural network consumes a significant amount of computing
resources during back propagation, \citet{Sun2017mePropSB} propose a simple yet
effective technique to alleviate this problem. In this technique, only a small
subset of the full gradients are computed to update the model parameters. In
this paper we extend this technique into the Convolutional Neural Network(CNN)
to reduce calculation in back propagation, and the surprising results verify
its validity in CNN: only 5\% of the gradients are passed back but the model
still achieves the same effect as the traditional CNN, or even better. We also
show that the top-$k$ selection of gradients leads to a sparse calculation in
back propagation, which may bring significant computational benefits for high
computational complexity of convolution operation in CNN.
",1,0,0,1,0,0
952,Estimating Achievable Range of Ground Robots Operating on Single Battery Discharge for Operational Efficacy Amelioration,"  Mobile robots are increasingly being used to assist with active pursuit and
law enforcement. One major limitation for such missions is the resource
(battery) allocated to the robot. Factors like nature and agility of evader,
terrain over which pursuit is being carried out, plausible traversal velocity
and the amount of necessary data to be collected all influence how long the
robot can last in the field and how far it can travel. In this paper, we
develop an analytical model that analyzes the energy utilization for a variety
of components mounted on a robot to estimate the maximum operational range
achievable by the robot operating on a single battery discharge. We categorize
the major consumers of energy as: 1.) ancillary robotic functions such as
computation, communication, sensing etc., and 2.) maneuvering which involves
propulsion, steering etc. Both these consumers draw power from the common power
source but the achievable range is largely affected by the proportion of power
available for maneuvering. For this case study, we performed experiments with
real robots on planar and graded surfaces and evaluated the estimation error
for each case.
",1,0,0,0,0,0
953,Likelihood ratio test for variance components in nonlinear mixed effects models,"  Mixed effects models are widely used to describe heterogeneity in a
population. A crucial issue when adjusting such a model to data consists in
identifying fixed and random effects. From a statistical point of view, it
remains to test the nullity of the variances of a given subset of random
effects. Some authors have proposed to use the likelihood ratio test and have
established its asymptotic distribution in some particular cases. Nevertheless,
to the best of our knowledge, no general variance components testing procedure
has been fully investigated yet. In this paper, we study the likelihood ratio
test properties to test that the variances of a general subset of the random
effects are equal to zero in both linear and nonlinear mixed effects model,
extending the existing results. We prove that the asymptotic distribution of
the test is a chi-bar-square distribution, that is to say a mixture of
chi-square distributions, and we identify the corresponding weights. We
highlight in particular that the limiting distribution depends on the presence
of correlations between the random effects but not on the linear or nonlinear
structure of the mixed effects model. We illustrate the finite sample size
properties of the test procedure through simulation studies and apply the test
procedure to two real datasets of dental growth and of coucal growth.
",0,0,0,1,0,0
954,H??lder continuous solutions of the Monge-Amp??re equation on compact Hermitian manifolds,"  We show that a positive Borel measure of positive finite total mass, on
compact Hermitian manifolds, admits a Holder continuous quasi-plurisubharmonic
solution to the Monge-Ampere equation if and only if it is dominated locally by
Monge-Ampere measures of Holder continuous plurisubharmonic functions.
",0,0,1,0,0,0
955,The beamformer and correlator for the Large European Array for Pulsars,"  The Large European Array for Pulsars combines Europe's largest radio
telescopes to form a tied-array telescope that provides high signal-to-noise
observations of millisecond pulsars (MSPs) with the objective to increase the
sensitivity of detecting low-frequency gravitational waves. As part of this
endeavor we have developed a software correlator and beamformer which enables
the formation of a tied-array beam from the raw voltages from each of
telescopes. We explain the concepts and techniques involved in the process of
adding the raw voltages coherently. We further present the software processing
pipeline that is specifically designed to deal with data from widely spaced,
inhomogeneous radio telescopes and describe the steps involved in preparing,
correlating and creating the tied-array beam. This includes polarization
calibration, bandpass correction, frequency dependent phase correction,
interference mitigation and pulsar gating. A link is provided where the
software can be obtained.
",0,1,0,0,0,0
956,Solving $\ell^p\!$-norm regularization with tensor kernels,"  In this paper, we discuss how a suitable family of tensor kernels can be used
to efficiently solve nonparametric extensions of $\ell^p$ regularized learning
methods. Our main contribution is proposing a fast dual algorithm, and showing
that it allows to solve the problem efficiently. Our results contrast recent
findings suggesting kernel methods cannot be extended beyond Hilbert setting.
Numerical experiments confirm the effectiveness of the method.
",0,0,1,1,0,0
957,Adversarial Phenomenon in the Eyes of Bayesian Deep Learning,"  Deep Learning models are vulnerable to adversarial examples, i.e.\ images
obtained via deliberate imperceptible perturbations, such that the model
misclassifies them with high confidence. However, class confidence by itself is
an incomplete picture of uncertainty. We therefore use principled Bayesian
methods to capture model uncertainty in prediction for observing adversarial
misclassification. We provide an extensive study with different Bayesian neural
networks attacked in both white-box and black-box setups. The behaviour of the
networks for noise, attacks and clean test data is compared. We observe that
Bayesian neural networks are uncertain in their predictions for adversarial
perturbations, a behaviour similar to the one observed for random Gaussian
perturbations. Thus, we conclude that Bayesian neural networks can be
considered for detecting adversarial examples.
",1,0,0,1,0,0
958,Comparative Climates of TRAPPIST-1 planetary system: results from a simple climate-vegetation model,"  The recent discovery of the planetary system hosted by the ultracool dwarf
star TRAPPIST-1 could open new perspectives into the investigation of planetary
climates of Earth-sized exoplanets, their atmospheres and their possible
habitability. In this paper, we use a simple climate-vegetation energy-balance
model to study the climate of the seven TRAPPIST-1 planets and the climate
dependence on the global albedo, on the fraction of vegetation that could cover
their surfaces and on the different greenhouse conditions. The model allows us
to investigate whether liquid water could be maintained on the planetary
surfaces (i.e., by defining a ""surface water zone"") in different planetary
conditions, with or without the presence of greenhouse effect.
It is shown that planet TRAPPIST-1d seems to be the most stable from an
Earth-like perspective, since it resides in the surface water zone for a wide
range of reasonable values of the model parameters. Moreover, according to the
model outer planets (f, g and h) cannot host liquid water on their surfaces,
even for Earth-like conditions, entering a snowball state. Although very
simple, the model allows to extract the main features of the TRAPPIST-1
planetary climates.
",0,1,0,0,0,0
959,Boundedness of $\mathbb{Q}$-Fano varieties with degrees and alpha-invariants bounded from below,"  We show that $\mathbb{Q}$-Fano varieties of fixed dimension with
anti-canonical degrees and alpha-invariants bounded from below form a bounded
family. As a corollary, K-semistable $\mathbb{Q}$-Fano varieties of fixed
dimension with anti-canonical degrees bounded from below form a bounded family.
",0,0,1,0,0,0
960,Width Hierarchies for Quantum and Classical Ordered Binary Decision Diagrams with Repeated Test,"  We consider quantum, nondterministic and probabilistic versions of known
computational model Ordered Read-$k$-times Branching Programs or Ordered Binary
Decision Diagrams with repeated test ($k$-QOBDD, $k$-NOBDD and $k$-POBDD). We
show width hierarchy for complexity classes of Boolean function computed by
these models and discuss relation between different variants of $k$-OBDD.
",1,0,0,0,0,0
961,Complementary views on electron spectra: From Fluctuation Diagnostics to real space correlations,"  We study the relation between the microscopic properties of a many-body
system and the electron spectra, experimentally accessible by photoemission. In
a recent paper [Phys. Rev. Lett. 114, 236402 (2015)], we introduced the
""fluctuation diagnostics"" approach, to extract the dominant wave vector
dependent bosonic fluctuations from the electronic self-energy. Here, we first
reformulate the theory in terms of fermionic modes, to render its connection
with resonance valence bond (RVB) fluctuations more transparent. Secondly, by
using a large-U expansion, where U is the Coulomb interaction, we relate the
fluctuations to real space correlations. Therefore, it becomes possible to
study how electron spectra are related to charge, spin, superconductivity and
RVB-like real space correlations, broadening the analysis of an earlier work
[Phys. Rev. B 89, 245130 (2014)]. This formalism is applied to the pseudogap
physics of the two-dimensional Hubbard model, studied in the dynamical cluster
approximation. We perform calculations for embedded clusters with up to 32
sites, having three inequivalent K-points at the Fermi surface. We find that as
U is increased, correlation functions gradually attain values consistent with
an RVB state. This first happens for correlation functions involving the
antinodal point and gradually spreads to the nodal point along the Fermi
surface. Simultaneously a pseudogap opens up along the Fermi surface. We relate
this to a crossover from a Kondo-like state to an RVB-like localized cluster
state and to the presence of RVB and spin fluctuations. These changes are
caused by a strong momentum dependence in the cluster bath-couplings along the
Fermi surface. We also show, from a more algorithmic perspective, how the
time-consuming calculations in fluctuation diagnostics can be drastically
simplified.
",0,1,0,0,0,0
962,Stall force of a cargo driven by N interacting motor proteins,"  We study a generic one-dimensional model for an intracellular cargo driven by
N motor proteins against an external applied force. The model includes
motor-cargo and motor-motor interactions. The cargo motion is described by an
over-damped Langevin equation, while motor dynamics is specified by hopping
rates which follow a local detailed balance condition with respect to change in
energy per hopping event. Based on this model, we show that the stall force,
the mean external force corresponding to zero mean cargo velocity, is
completely independent of the details of the interactions and is, therefore,
always equal to the sum of the stall forces of the individual motors. This
exact result is arrived on the basis of a simple assumption: the (macroscopic)
state of stall of the cargo is analogous to a state of thermodynamic
equilibrium, and is characterized by vanishing net probability current between
any two microstates, with the latter specified by motor positions relative to
the cargo. The corresponding probability distribution of the microstates under
stall is also determined. These predictions are in complete agreement with
numerical simulations, carried out using specific forms of interaction
potentials.
",0,1,0,0,0,0
963,Dynamics of a Camphoric Acid boat at the air-water interface,"  We report experiments on an agarose gel tablet loaded with camphoric acid
(c-boat) set into self-motion by interfacial tension gradients at the air-water
interface. We observe three distinct modes of c-boat motion: harmonic mode
where the c-boat speed oscillates sinusoidally in time, a steady mode where the
c-boat maintains constant speed, and a relaxation oscillation mode where the
c-boat maintains near-zero speed between sudden jumps in speed and position at
regular time intervals. Whereas all three modes have been separately reported
before in different systems, we show they belong to a common description.
Through control of the air-water surface tension with Sodium Dodecyl Sulfate
(SDS), we experimentally deduce the three self-propulsive modes result from
surface tension difference between Camphoric Acid (CA) and the ambient
surroundings.
",0,1,0,0,0,0
964,Separation of time scales and direct computation of weights in deep neural networks,"  Artificial intelligence is revolutionizing our lives at an ever increasing
pace. At the heart of this revolution is the recent advancements in deep neural
networks (DNN), learning to perform sophisticated, high-level tasks. However,
training DNNs requires massive amounts of data and is very computationally
intensive. Gaining analytical understanding of the solutions found by DNNs can
help us devise more efficient training algorithms, replacing the commonly used
mthod of stochastic gradient descent (SGD). We analyze the dynamics of SGD and
show that, indeed, direct computation of the solutions is possible in many
cases. We show that a high performing setup used in DNNs introduces a
separation of time-scales in the training dynamics, allowing SGD to train
layers from the lowest (closest to input) to the highest. We then show that for
each layer, the distribution of solutions found by SGD can be estimated using a
class-based principal component analysis (PCA) of the layer's input. This
finding allows us to forgo SGD entirely and directly derive the DNN parameters
using this class-based PCA, which can be well estimated using significantly
less data than SGD. We implement these results on image datasets MNIST, CIFAR10
and CIFAR100 and find that, in fact, layers derived using our class-based PCA
perform comparable or superior to neural networks of the same size and
architecture trained using SGD. We also confirm that the class-based PCA often
converges using a fraction of the data required for SGD. Thus, using our method
training time can be reduced both by requiring less training data than SGD, and
by eliminating layers in the costly backpropagation step of the training.
",1,0,0,1,0,0
965,$q$-deformed quadrature operator and optical tomogram,"  In this letter, we define the homodyne $q$-deformed quadrature operator.
Analytic expression for the wavefunctions of $q$-deformed oscillator in the
quadrature basis are found. Furthermore, we compute the explicit analytical
expression for the tomogram of the $q$-deformed coherent states by finding the
eigenstates of the $q$-deformed quadrature operator.
",0,1,1,0,0,0
966,Efficient Graph Edit Distance Computation and Verification via Anchor-aware Lower Bound Estimation,"  Graph edit distance (GED) is an important similarity measure adopted in a
similarity-based analysis between two graphs, and computing GED is a primitive
operator in graph database analysis. Partially due to the NP-hardness, the
existing techniques for computing GED are only able to process very small
graphs with less than 30 vertices. Motivated by this, in this paper we
systematically study the problems of both GED computation, and GED verification
(i.e., verify whether the GED between two graphs is no larger than a user-given
threshold). Firstly, we develop a unified framework that can be instantiated
into either a best-first search approach AStar+ or a depth-first search
approach DFS+. Secondly, we design anchor-aware lower bound estimation
techniques to compute tighter lower bounds for intermediate search states,
which significantly reduce the search spaces of both AStar+ and DFS+. We also
propose efficient techniques to compute the lower bounds. Thirdly, based on our
unified framework, we contrast AStar+ with DFS+ regarding their time and space
complexities, and recommend that AStar+ is better than DFS+ by having a much
smaller search space. Extensive empirical studies validate that AStar+ performs
better than DFS+, and show that our AStar+-BMa approach outperforms the
state-of-the-art technique by more than four orders of magnitude.
",1,0,0,0,0,0
967,Asymptotic measures and links in simplicial complexes,"  We introduce canonical measures on a locally finite simplicial complex $K$
and study their asymptotic behavior under infinitely many barycentric
subdivisions. We also compute the face polynomial of the asymptotic link and
dual block of a simplex in the $d^{th}$ barycentric subdivision $Sd^d(K)$ of
$K$, $d\gg0$. It is almost everywhere constant. When $K$ is finite, we study
the limit face polynomial of $Sd^d(K)$ after F.Brenti-V.Welker and
E.Delucchi-A.Pixton-L.Sabalka.
",0,0,1,0,0,0
968,Usability of Humanly Computable Passwords,"  Reusing passwords across multiple websites is a common practice that
compromises security. Recently, Blum and Vempala have proposed password
strategies to help people calculate, in their heads, passwords for different
sites without dependence on third-party tools or external devices. Thus far,
the security and efficiency of these ""mental algorithms"" has been analyzed only
theoretically. But are such methods usable? We present the first usability
study of humanly computable password strategies, involving a learning phase (to
learn a password strategy), then a rehearsal phase (to login to a few
websites), and multiple follow-up tests. In our user study, with training,
participants were able to calculate a deterministic eight-character password
for an arbitrary new website in under 20 seconds.
",1,0,0,0,0,0
969,Shared urbanism: Big data on accommodation sharing in urban Australia,"  As affordability pressures and tight rental markets in global cities mount,
online shared accommodation sites proliferate. Home sharing arrangements
present dilemmas for planning that aims to improve health and safety standards,
while supporting positives such as the usage of dormant stock and the relieving
of rental pressures on middle/lower income earners. Currently, no formal data
exists on this internationally growing trend. Here, we present a first
quantitative glance on shared accommodation practices across all major urban
centers of Australia enabled via collection and analysis of thousands of online
listings. We examine, countrywide, the spatial and short time scale temporal
characteristics of this market, along with preliminary analysis on rents,
dwelling types and other characteristics. Findings have implications for
housing policy makers and planning practitioners seeking to monitor and respond
to housing policy and affordability pressures in formal and informal housing
markets.
",1,1,0,0,0,0
970,Structural changes in the interbank market across the financial crisis from multiple core-periphery analysis,"  Interbank markets are often characterised in terms of a core-periphery
network structure, with a highly interconnected core of banks holding the
market together, and a periphery of banks connected mostly to the core but not
internally. This paradigm has recently been challenged for short time scales,
where interbank markets seem better characterised by a bipartite structure with
more core-periphery connections than inside the core. Using a novel
core-periphery detection method on the eMID interbank market, we enrich this
picture by showing that the network is actually characterised by multiple
core-periphery pairs. Moreover, a transition from core-periphery to bipartite
structures occurs by shortening the temporal scale of data aggregation. We
further show how the global financial crisis transformed the market, in terms
of composition, multiplicity and internal organisation of core-periphery pairs.
By unveiling such a fine-grained organisation and transformation of the
interbank market, our method can find important applications in the
understanding of how distress can propagate over financial networks.
",0,0,0,0,0,1
971,Extracting Automata from Recurrent Neural Networks Using Queries and Counterexamples,"  We present a novel algorithm that uses exact learning and abstraction to
extract a deterministic finite automaton describing the state dynamics of a
given trained RNN. We do this using Angluin's L* algorithm as a learner and the
trained RNN as an oracle. Our technique efficiently extracts accurate automata
from trained RNNs, even when the state vectors are large and require fine
differentiation.
",1,0,0,0,0,0
972,Performance analysis of smart digital signage system based on software-defined IoT and invisible image sensor communication,"  Everything in the world is being connected, and things are becoming
interactive. The future of the interactive world depends on the future Internet
of Things (IoT). Software-defined networking (SDN) technology, a new paradigm
in the networking area, can be useful in creating an IoT because it can handle
interactivity by controlling physical devices, transmission of data among them,
and data acquisition. However, digital signage can be one of the promising
technologies in this era of technology that is progressing toward the
interactive world, connecting users to the IoT network through device-to-device
communication technology. This article illustrates a novel prototype that is
mainly focused on a smart digital signage system comprised of software-defined
IoT (SD-IoT) and invisible image sensor communication technology. We have
proposed an SDN scheme with a view to initiating its flexibility and
compatibility for an IoT network-based smart digital signage system. The idea
of invisible communication can make the users of the technology trendier to it,
and the usage of unused resources such as images and videos can be ensured. In
addition, this communication has paved the way for interactivity between the
user and digital signage, where the digital signage and the camera of a
smartphone can be operated as a transmitter and a receiver, respectively. The
proposed scheme might be applicable to real-world applications because SDN has
the flexibility to adapt with the alteration of network status without any
hardware modifications while displays and smartphones are available everywhere.
A performance analysis of this system showed the advantages of an SD-IoT
network over an Internet protocol-based IoT network considering a queuing
analysis for a dynamic link allocation process in the case of user access to
the IoT network.
",1,0,0,0,0,0
973,What pebbles are made of: Interpretation of the V883 Ori disk,"  Recently, an Atacama Large Millimeter/submillimeter Array (ALMA) observation
of the water snow line in the protoplanetary disk around the FU Orionis star
V883 Ori was reported. The radial variation of the spectral index at
mm-wavelengths around the snow line was interpreted as being due to a pileup of
particles interior to the snow line. However, radial transport of solids in the
outer disk operates on timescales much longer than the typical timescale of an
FU Ori outburst ($10^{1}$--$10^{2}$ yr). Consequently, a steady-state pileup is
unlikely. We argue that it is only necessary to consider water evaporation and
re-coagulation of silicates to explain the recent ALMA observation of V883 Ori
because these processes are short enough to have had their impact since the
outburst. Our model requires the inner disk to have already been optically
thick before the outburst, and our results suggest that the carbon content of
pebbles is low.
",0,1,0,0,0,0
974,Existence and uniqueness of steady weak solutions to the Navier-Stokes equations in $\mathbb{R}^2$,"  The existence of weak solutions to the stationary Navier-Stokes equations in
the whole plane $\mathbb{R}^2$ is proven. This particular geometry was the only
case left open since the work of Leray in 1933. The reason is that due to the
absence of boundaries the local behavior of the solutions cannot be controlled
by the enstrophy in two dimensions. We overcome this difficulty by constructing
approximate weak solutions having a prescribed mean velocity on some given
bounded set. As a corollary, we obtain infinitely many weak solutions in
$\mathbb{R}^2$ parameterized by this mean velocity, which is reminiscent of the
expected convergence of the velocity field at large distances to any prescribed
constant vector field. This explicit parameterization of the weak solutions
allows us to prove a weak-strong uniqueness theorem for small data. The
question of the asymptotic behavior of the weak solutions remains however open,
when the uniqueness theorem doesn't apply.
",0,0,1,0,0,0
975,More on products of Baire spaces,"  New results on the Baire product problem are presented. It is shown that an
arbitrary product of almost locally ccc Baire spaces is Baire; moreover, the
product of a Baire space and a 1st countable space which is $\beta$-unfavorable
in the strong Choquet game is Baire.
",0,0,1,0,0,0
976,Social versus Moral preferences in the Ultimatum Game: A theoretical model and an experiment,"  In the Ultimatum Game (UG) one player, named ""proposer"", has to decide how to
allocate a certain amount of money between herself and a ""responder"". If the
offer is greater than or equal to the responder's minimum acceptable offer
(MAO), then the money is split as proposed, otherwise, neither the proposer nor
the responder get anything. The UG has intrigued generations of behavioral
scientists because people in experiments blatantly violate the equilibrium
predictions that self-interested proposers offer the minimum available non-zero
amount, and self-interested responders accept. Why are these predictions
violated? Previous research has mainly focused on the role of social
preferences. Little is known about the role of general moral preferences for
doing the right thing, preferences that have been shown to play a major role in
other social interactions (e.g., Dictator Game and Prisoner's Dilemma). Here I
develop a theoretical model and an experiment designed to pit social
preferences against moral preferences. I find that, although people recognize
that offering half and rejecting low offers are the morally right things to do,
moral preferences have no causal impact on UG behavior. The experimental data
are indeed well fit by a model according to which: (i) high UG offers are
motivated by inequity aversion and, to a lesser extent, self-interest; (ii)
high MAOs are motivated by inequity aversion.
",0,0,0,0,1,0
977,Moderate Deviation Analysis for Classical-Quantum Channels and Quantum Hypothesis Testing,"  In this work, we study the tradeoffs between the error probabilities of
classical-quantum channels and the blocklength $n$ when the transmission rates
approach the channel capacity at a rate slower than $1/\sqrt{n}$, a research
topic known as moderate deviation analysis. We show that the optimal error
probability vanishes under this rate convergence. Our main technical
contributions are a tight quantum sphere-packing bound, obtained via Chaganty
and Sethuraman's concentration inequality in strong large deviation theory, and
asymptotic expansions of error-exponent functions. Moderate deviation analysis
for quantum hypothesis testing is also established. The converse directly
follows from our channel coding result, while the achievability relies on a
martingale inequality.
",1,0,0,0,0,0
978,A simple recipe for making accurate parametric inference in finite sample,"  Constructing tests or confidence regions that control over the error rates in
the long-run is probably one of the most important problem in statistics. Yet,
the theoretical justification for most methods in statistics is asymptotic. The
bootstrap for example, despite its simplicity and its widespread usage, is an
asymptotic method. There are in general no claim about the exactness of
inferential procedures in finite sample. In this paper, we propose an
alternative to the parametric bootstrap. We setup general conditions to
demonstrate theoretically that accurate inference can be claimed in finite
sample.
",0,0,1,1,0,0
